StoreNumber,ds,y,dayOfTheYear,3HourBucket,GrossSoldQuantity,Cash/Credit Site,EBT Site,Loyalty Site,ExtraMile Site,CoBrand,Alcohol,Carwash,Food Service,City,State
1000,2015-01-05 14:00:00 ,11,5,3,11,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-05 17:00:00 ,7,5,4,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-06 08:00:00 ,6,6,1,6,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-06 11:00:00 ,10,6,2,10,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-06 14:00:00 ,9,6,3,9,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-06 17:00:00 ,6,6,4,6,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-07 08:00:00 ,1,7,1,1,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-07 11:00:00 ,1,7,2,1,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-07 14:00:00 ,2,7,3,2,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-07 17:00:00 ,5,7,4,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-08 08:00:00 ,3,8,1,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-08 11:00:00 ,5,8,2,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-08 14:00:00 ,1,8,3,1,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-08 17:00:00 ,3,8,4,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-09 08:00:00 ,16,9,1,16,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-09 11:00:00 ,32,9,2,32,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-09 14:00:00 ,48,9,3,48,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-09 17:00:00 ,39,9,4,39,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-10 08:00:00 ,13,10,1,13,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-10 11:00:00 ,44,10,2,44,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-10 14:00:00 ,49,10,3,49,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-10 17:00:00 ,27,10,4,27,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-11 08:00:00 ,14,11,1,14,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-11 11:00:00 ,20,11,2,20,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-11 14:00:00 ,39,11,3,39,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-11 17:00:00 ,19,11,4,19,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-12 08:00:00 ,7,12,1,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-12 11:00:00 ,6,12,2,6,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-12 14:00:00 ,5,12,3,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-12 17:00:00 ,9,12,4,9,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-13 08:00:00 ,6,13,1,6,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-13 11:00:00 ,9,13,2,9,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-13 14:00:00 ,10,13,3,10,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-13 17:00:00 ,9,13,4,9,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-14 11:00:00 ,4,14,2,4,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-14 14:00:00 ,3,14,3,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-14 17:00:00 ,0,14,4,0,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-15 11:00:00 ,1,15,2,1,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-15 14:00:00 ,3,15,3,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-16 08:00:00 ,15,16,1,15,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-16 11:00:00 ,25,16,2,25,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-16 17:00:00 ,42,16,4,42,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-17 08:00:00 ,18,17,1,18,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-17 11:00:00 ,20,17,2,20,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-17 14:00:00 ,57,17,3,57,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-17 17:00:00 ,30,17,4,30,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-18 08:00:00 ,9,18,1,9,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-18 11:00:00 ,30,18,2,30,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-18 14:00:00 ,24,18,3,24,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-18 17:00:00 ,33,18,4,33,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-19 08:00:00 ,5,19,1,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-19 11:00:00 ,5,19,2,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-19 14:00:00 ,7,19,3,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-19 17:00:00 ,5,19,4,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-20 08:00:00 ,7,20,1,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-20 11:00:00 ,7,20,2,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-20 14:00:00 ,8,20,3,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-20 17:00:00 ,7,20,4,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-21 08:00:00 ,5,21,1,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-21 11:00:00 ,5,21,2,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-21 14:00:00 ,0,21,3,0,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-21 17:00:00 ,4,21,4,4,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-22 08:00:00 ,2,22,1,2,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-22 11:00:00 ,4,22,2,4,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-22 14:00:00 ,3,22,3,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-22 17:00:00 ,4,22,4,4,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-23 08:00:00 ,12,23,1,12,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-23 11:00:00 ,26,23,2,26,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-23 14:00:00 ,69,23,3,69,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-23 17:00:00 ,51,23,4,51,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-24 08:00:00 ,12,24,1,12,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-24 11:00:00 ,54,24,2,54,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-24 14:00:00 ,29,24,3,29,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-24 17:00:00 ,53,24,4,53,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-25 08:00:00 ,12,25,1,12,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-25 11:00:00 ,20,25,2,20,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-25 14:00:00 ,30,25,3,30,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-25 17:00:00 ,50,25,4,50,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-26 08:00:00 ,8,26,1,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-26 11:00:00 ,11,26,2,11,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-26 14:00:00 ,3,26,3,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-26 17:00:00 ,3,26,4,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-27 08:00:00 ,8,27,1,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-27 11:00:00 ,8,27,2,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-27 14:00:00 ,8,27,3,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-27 17:00:00 ,10,27,4,10,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-28 11:00:00 ,1,28,2,1,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-28 17:00:00 ,1,28,4,1,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-29 08:00:00 ,2,29,1,2,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-29 11:00:00 ,1,29,2,1,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-29 14:00:00 ,5,29,3,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-29 17:00:00 ,8,29,4,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-30 08:00:00 ,8,30,1,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-30 11:00:00 ,63,30,2,63,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-30 14:00:00 ,31,30,3,31,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-30 17:00:00 ,23,30,4,23,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-31 08:00:00 ,13,31,1,13,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-31 11:00:00 ,61,31,2,61,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-31 14:00:00 ,55,31,3,55,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-01-31 17:00:00 ,33,31,4,33,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-01 08:00:00 ,7,32,1,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-01 11:00:00 ,22,32,2,22,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-01 14:00:00 ,29,32,3,29,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-01 17:00:00 ,25,32,4,25,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-02 08:00:00 ,7,33,1,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-02 11:00:00 ,9,33,2,9,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-02 14:00:00 ,8,33,3,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-02 17:00:00 ,1,33,4,1,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-03 08:00:00 ,5,34,1,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-03 11:00:00 ,7,34,2,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-03 14:00:00 ,6,34,3,6,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-03 17:00:00 ,10,34,4,10,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-04 08:00:00 ,3,35,1,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-04 11:00:00 ,2,35,2,2,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-04 14:00:00 ,2,35,3,2,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-04 17:00:00 ,3,35,4,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-05 08:00:00 ,0,36,1,0,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-05 14:00:00 ,3,36,3,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-05 17:00:00 ,1,36,4,1,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-06 08:00:00 ,14,37,1,14,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-06 11:00:00 ,40,37,2,40,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-06 14:00:00 ,18,37,3,18,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-06 17:00:00 ,22,37,4,22,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-07 08:00:00 ,19,38,1,19,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-07 11:00:00 ,32,38,2,32,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-07 14:00:00 ,56,38,3,56,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-07 17:00:00 ,21,38,4,21,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-08 08:00:00 ,10,39,1,10,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-08 11:00:00 ,31,39,2,31,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-08 14:00:00 ,62,39,3,62,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-08 17:00:00 ,28,39,4,28,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-09 08:00:00 ,8,40,1,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-09 11:00:00 ,8,40,2,8,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-09 14:00:00 ,7,40,3,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-09 17:00:00 ,5,40,4,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-10 08:00:00 ,6,41,1,6,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-10 11:00:00 ,6,41,2,6,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-10 14:00:00 ,6,41,3,6,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-10 17:00:00 ,6,41,4,6,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-11 08:00:00 ,3,42,1,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-11 11:00:00 ,0,42,2,0,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-11 14:00:00 ,4,42,3,4,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-11 17:00:00 ,2,42,4,2,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-12 11:00:00 ,3,43,2,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-12 14:00:00 ,4,43,3,4,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-12 17:00:00 ,3,43,4,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-13 08:00:00 ,11,44,1,11,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-13 11:00:00 ,51,44,2,51,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-13 14:00:00 ,29,44,3,29,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-13 17:00:00 ,57,44,4,57,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-14 08:00:00 ,15,45,1,15,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-14 11:00:00 ,30,45,2,30,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-14 14:00:00 ,52,45,3,52,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-14 17:00:00 ,33,45,4,33,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-15 08:00:00 ,7,46,1,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-15 11:00:00 ,23,46,2,23,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-15 14:00:00 ,36,46,3,36,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-15 17:00:00 ,35,46,4,35,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-16 08:00:00 ,4,47,1,4,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-16 11:00:00 ,14,47,2,14,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-16 14:00:00 ,12,47,3,12,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-16 17:00:00 ,7,47,4,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-17 08:00:00 ,7,48,1,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-17 11:00:00 ,7,48,2,7,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-17 14:00:00 ,5,48,3,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-17 17:00:00 ,10,48,4,10,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-18 08:00:00 ,4,49,1,4,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-18 11:00:00 ,2,49,2,2,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-18 14:00:00 ,0,49,3,0,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-18 17:00:00 ,5,49,4,5,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
1000,2015-02-19 08:00:00 ,3,50,1,3,FALSE,TRUE,TRUE,TRUE,No,TRUE,FALSE,TRUE,HOUSTON,TX
